content,score,sentiment,polarity,textblob_sentiment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,clean_content,clean_vader_compound,clean_vader_neg,clean_vader_neu,clean_vader_pos,clean_textblob_sentiment,clean_textblob_polarity,clean_textblob_subject
"Tried to open an account but after submitted all required documents, last step of videocall verif always failed. The apps FC all the time.",1,0,negative,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.2888888888888889)",-0.166666667,0.288888889,-0.6652,0.162,0.838,0,tri open account submit document last step alway fail time,-0.5423,0.28,0.72,0,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.28888888888888886)",-0.166666667,0.288888889
Very bad experience... always said 3 more hours to active since 4 days ago.... i had emailed twice and still the same.... I NEVER THOUGHT BCA HAVE SUCH A BAD PRODUCTS.... wasting so much time... anyway inside blu is nothing much.... ððð,1,0,negative,"Sentiment(polarity=-0.10541666666666663, subjectivity=0.4572916666666667)",-0.105416667,0.457291667,-0.83,0.208,0.735,0.057,veri alway said hour day twice still never thought product wast much time anyway much,0,0,1,0,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
"cant tranfer, cant active bluvrtual card always said hmm...sepertinya ada masalah Silakan coba lagi ya",1,0,negative,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)",-0.133333333,0.6,0.2337,0,0.879,0.121,cant cant card alway said,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Using Xperia 5 brought from Japan. Keep getting 'Must use real device'.,1,0,negative,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",0.2,0.3,0,0,1,0,use brought japan keep get must real,0,0,1,0,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",0.2,0.3
"Force close after submitting ID card, tried another phone gives me too many requests error. The experience is not good enough. Still waiting for another update.",1,0,negative,"Sentiment(polarity=0.05000000000000001, subjectivity=0.5333333333333333)",0.05,0.533333333,-0.6256,0.175,0.825,0,close submit card tri phone give mani request error good enough still wait,0.0516,0.163,0.663,0.175,"Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55
"I couldn't pay using Blu on my transaction at Blibli when I tried many times check out, on Blibli screen always ask for face recognise to app Blu, then the transaction failed to pay. Fyi, i use same hp# for Blibli n Blu. I use Blibli v9.2.6 & Blu v1.27.0 Any solution?",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.30833333333333335)",0,0.308333333,-0.0783,0.082,0.823,0.095,use transact tri mani time check screen alway face transact fail,-0.5423,0.259,0.741,0,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
"I even can't done my registration and this app keep showing error message like "" Hmmm.... Sepertinya ada masalah silahkan coba lagi ya"". It was so annoyed me.",1,0,negative,"Sentiment(polarity=-0.4, subjectivity=0.8)",-0.4,0.8,-0.5524,0.181,0.745,0.074,even done keep show error like annoy,-0.4767,0.463,0.331,0.207,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Your face recognition system is really terrible. I already follow the instruction but still fail, even recognition with selfie photo.",1,0,negative,"Sentiment(polarity=-0.75, subjectivity=0.6499999999999999)",-0.75,0.65,-0.7874,0.278,0.722,0,face system follow instruct still fail even photo,-0.5423,0.333,0.667,0,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
"Very long queue in KYC Video call, this is very critical since this phase is our first contact point. Sorry you guys still very far from my expectation Even compared to the orange one.",1,0,negative,"Sentiment(polarity=-0.037, subjectivity=0.7706666666666667)",-0.037,0.770666667,-0.4391,0.108,0.892,0,veri long queue video call veri critic phase first contact point guy still veri expect even orang,-0.2732,0.116,0.884,0,"Sentiment(polarity=0.1, subjectivity=0.3666666666666667)",0.1,0.366666667
Kenapa transfer k BCA harus kena bank charge??,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,transfer bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Bad App, is it secure? I can't even enter the feature every button keep kick my out & keep pop up message ""transaksi gagal"" ......",1,0,negative,"Sentiment(polarity=-0.1499999999999999, subjectivity=0.6333333333333333)",-0.15,0.633333333,-0.2732,0.121,0.796,0.083,even enter button keep kick keep,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Not supporting password manager/paste password. Cannot login because I'm using 20 digit randomized password, and I will never reset my password",1,0,negative,"Sentiment(polarity=-0.125, subjectivity=0.25)",-0.125,0.25,-0.3412,0.107,0.893,0,support password past password login use digit random password never reset password,0.4019,0,0.803,0.197,"Sentiment(polarity=-0.375, subjectivity=0.375)",-0.375,0.375
"Cannot authentication video call interview, always stuck in queue. Please fix it. Thanks",1,0,negative,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,0.4939,0.116,0.581,0.302,video call interview alway stuck queue thank,0.128,0.211,0.526,0.263,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
This apps isn't working at all,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,work,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Veriflication Qeue 230+ , after waiting sometime then disconnected. Did it for 2+ times still same result. Verification team not ready for high demand",1,0,negative,"Sentiment(polarity=0.02, subjectivity=0.38833333333333336)",0.02,0.388333333,-0.3839,0.141,0.859,0,wait disconnect time still result team high demand,-0.128,0.176,0.824,0,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)",0.16,0.54
"Always crash after take a photo of my ID card, how can we make an account if this app is always crash.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.6597,0.213,0.787,0,alway crash take photo card make account alway crash,-0.6597,0.435,0.565,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"I wanna open an account but when they ask to verify my identity by video call, app keep crushing and forced close. Pls fix this ASAP",1,0,negative,"Sentiment(polarity=0.033333333333333326, subjectivity=0.5333333333333333)",0.033333333,0.533333333,-0.7783,0.229,0.726,0.046,wan na open account video call keep crush close,-0.1531,0.167,0.833,0,"Sentiment(polarity=-0.1, subjectivity=0.325)",-0.1,0.325
"Had an issue with video verification. I waited for 1+ hour, there is no call from the Halo Blu team.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.296,0.104,0.896,0,video wait hour call halo team,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Fail to submit face detection and selfie. Don't know where the problem. The circle keeps showing red.,1,0,negative,"Sentiment(polarity=-0.25, subjectivity=0.14999999999999997)",-0.25,0.15,-0.7351,0.292,0.708,0,fail submit face detect know problem keep show,-0.7351,0.508,0.492,0,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
Its so difficult to register,1,0,negative,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1,-0.4201,0.411,0.589,0,difficult,-0.3612,1,0,0,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1
"won't continue after the ""aktifkan screen lock"" appear...",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,screen lock appear,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"When entering the card number, it got an error said ""wrong card number"" when it definitely correct. Your engineer should test it properly before deploy to production please",1,0,negative,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.5)",-0.166666667,0.5,-0.0516,0.164,0.621,0.215,enter card number error said wrong card number correct test deploy product,-0.6369,0.354,0.488,0.159,"Sentiment(polarity=-0.5, subjectivity=0.9)",-0.5,0.9
"The face recognition camera still error, even i changed device.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.231,0.769,0,face camera still error even chang,-0.4019,0.351,0.649,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Crash, apps keep stopping and cant make a videocall for verification.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.5106,0.323,0.677,0,crash keep stop cant make,-0.5994,0.62,0.38,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
it's hard to connect to the haloblu team when opening an account ... until now it hasn't been connected,1,0,negative,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.291666667,0.541666667,-0.1027,0.072,0.928,0,hard connect team open account connect,-0.1027,0.219,0.781,0,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.5208333333333333)",-0.145833333,0.520833333
Can't open my account just bcs the video call won't connect. Been trying to call them for 3 days ð,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,0,0,1,0,open account video call connect tri call day,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5
"Blu is sucks, worsest Digital bank ever, getting charge for E-wallet topup not like all of Digital Bank i've been Try, n also got charge even transfer to BCA",1,0,negative,"Sentiment(polarity=-0.09999999999999999, subjectivity=0.09999999999999999)",-0.1,0.1,-0.5588,0.146,0.854,0,suck digit bank ever get wallet like digit bank also even transfer,-0.1027,0.188,0.649,0.162,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Bad face AI recognition. Even I can't finish the sign up process.,1,0,negative,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.7,0.666666667,-0.5423,0.241,0.759,0,face even finish sign process,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Why I can't open this, I have to access my wallet. Even when I try to update It doesn't work",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,0,0,1,0,open access wallet even work,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5
It's hard just to open account in this application.. the call center always reject me without knowing the reason why they reject when i ask the reason they say they can't answer..,1,0,negative,"Sentiment(polarity=-0.13055555555555556, subjectivity=0.38055555555555554)",-0.130555556,0.380555556,-0.7003,0.19,0.81,0,hard open account call center alway reject without know reason reject reason answer,-0.2124,0.251,0.611,0.138,"Sentiment(polarity=-0.13055555555555556, subjectivity=0.38055555555555554)",-0.130555556,0.380555556
"Cannot input ID, always kicked out from Application.. Forcestop.. Error.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.231,0.769,0,input alway kick error,-0.4019,0.474,0.526,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Very poor in server side, transcastion always failed due to timeout",1,0,negative,"Sentiment(polarity=-0.38166666666666665, subjectivity=0.48500000000000004)",-0.381666667,0.485,-0.7713,0.426,0.574,0,veri poor server side alway fail,-0.765,0.623,0.377,0,"Sentiment(polarity=-0.45, subjectivity=0.44999999999999996)",-0.45,0.45
Face recognition always fail. Not helping at all.,1,0,negative,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3,-0.6584,0.473,0.527,0,face alway fail help,-0.2023,0.427,0.244,0.329,"Sentiment(polarity=-0.5, subjectivity=0.29999999999999993)",-0.5,0.3
Always crashed when trying to perform video call to verify,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,alway crash tri perform video call,-0.4019,0.351,0.649,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tried to access KYC for 3 days, but somehow the app was not responsive.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.395,0.17,0.83,0,tri access day somehow,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Stuck last step... berhari2 coba nga bs.. HUBUNGI SEKARANG fungsinya apa kalo nobody respon????? Totally Failed Apps,1,0,negative,"Sentiment(polarity=-0.25, subjectivity=0.18333333333333332)",-0.25,0.183333333,-0.7617,0.304,0.696,0,stuck last step kalo total fail,-0.6997,0.592,0.408,0,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.37222222222222223)",-0.166666667,0.372222222
Gak bisa login. Sangat tidak reliable. Taking all my money from blu. Bye fam.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login take money,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
the personal information involving facial recognition biometric data is horrible!,1,0,negative,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.43333333333333335)",-0.333333333,0.433333333,-0.5848,0.296,0.704,0,person inform facial data,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Can't login, face recognition not match only in this app",1,0,negative,"Sentiment(polarity=0.0, subjectivity=1.0)",0,1,0,0,1,0,login face match,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
crashed or force closed when attempt to video call,1,0,negative,"Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,0.1,0,0,1,0,crash close attempt video call,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"stuck at login, couldnt login forgot password face detection couldnt detect my face maybe after I shave my hair",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.25,0.1,0.9,0,stuck login login forgot password face detect detect face shave hair,-0.25,0.167,0.833,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Submitting the password the whole time, not inconvenient at all.",1,0,negative,"Sentiment(polarity=0.25, subjectivity=0.7)",0.25,0.7,0.2584,0,0.816,0.184,submit password whole time,0,0,1,0,"Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4
"Video call takes too long to respond, still cannot regist up till now",1,0,negative,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,0,0,1,0,video call take long respond still till,0,0,1,0,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4
I have applied 4 times to open an account but was rejected for no apparent reason,1,0,negative,"Sentiment(polarity=-0.0125, subjectivity=0.425)",-0.0125,0.425,-0.8047,0.341,0.659,0,time open account reject reason,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5
Stuck di video call verification sampai sekarang masih belum bisa juga. What a bad bad bad Apps,1,0,negative,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.7,0.666666667,-0.91,0.49,0.51,0,stuck video call,-0.25,0.5,0.5,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Refered my mom to use Blu with referral code. I got NOTHING. And you know what, your CS is RUDE! What kind of CS who gets angry over struggling old lady who try to verify her data by live call HUH? She doesnt speak Indonesia fluently!",1,0,negative,"Sentiment(polarity=-0.0009090909090909149, subjectivity=0.64)",-0.000909091,0.64,-0.8864,0.195,0.805,0,refer code know rude kind get data live call doesnt speak,0.1027,0.195,0.584,0.221,"Sentiment(polarity=0.14545454545454545, subjectivity=0.6666666666666666)",0.145454545,0.666666667
Ampuunn gagal teruuss di tahap video call nya. Please fix it dong!,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.3802,0,0.809,0.191,video call dong,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Inflexible official document data verifications. A bad if not the worst quality in the Digital industry. Blu verification team could improve their SOP on user data verification process.,1,0,negative,"Sentiment(polarity=-0.5249999999999999, subjectivity=0.5666666666666667)",-0.525,0.566666667,0.4007,0.101,0.721,0.179,inflex document data worst digit team could user data process,-0.6249,0.313,0.687,0,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1
Face recognition resgitration not working..,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,face work,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Can't connect to video call verification,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,connect video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Get bug during installation, cant upload e-KTP",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dure cant,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Is so really long time to connect with haloblu, how to raise my problem, because no email or social media account of haloblu.",1,0,negative,"Sentiment(polarity=-0.008333333333333335, subjectivity=0.23333333333333334)",-0.008333333,0.233333333,-0.5994,0.189,0.811,0,long time connect rais problem social media account,-0.4019,0.278,0.722,0,"Sentiment(polarity=-0.008333333333333335, subjectivity=0.23333333333333334)",-0.008333333,0.233333333
They cheat me.. I was but 4G data packages for my phone. No one arrived.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.5859,0.27,0.73,0,cheat data phone,-0.4588,0.6,0.4,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Always lagging and crash the app,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.5859,0.545,0.455,0,alway lag crash,-0.6249,0.836,0.164,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Can't open saving blu apps after scan id card,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,0,0,1,0,open save scan card,0.4939,0,0.484,0.516,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5
Can't input mobile ph9ne number while registering,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.0772,0,0.822,0.178,input number,0.0772,0,0.435,0.565,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
The amount of time waiting to connect with haloblu team is unacceptable.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4588,0.214,0.786,0,amount time wait connect team unaccept,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"This is sucks, even face recognition always can not succeed ð",1,0,negative,"Sentiment(polarity=-0.3, subjectivity=0.3)",-0.3,0.3,-0.6283,0.363,0.637,0,suck even face alway succeed,0.0772,0.319,0.33,0.352,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Kenapa aplikasi membutuhkan device location? Its my privacy.. i don't want anyone know my position..,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.0572,0.08,0.92,0,want know posit,0.0772,0,0.606,0.394,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
still can't access because rooted phone,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,still access root phone,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Can't access the app. Can't even login but my money still there,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,access even login money still,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Crash when start video call,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.403,0.597,0,crash start video call,-0.4019,0.474,0.526,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Deposito tdk ada option ARO, please bs API connect ke bca account yg non digital, biar trf antar saldo dipermudah",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.3182,0,0.892,0.108,option connect account digit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"this app not ready to launch yet , critical error occur",1,0,negative,"Sentiment(polarity=-0.05, subjectivity=0.65)",-0.05,0.65,-0.7278,0.471,0.529,0,launch critic error occur,-0.5859,0.706,0.294,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Selalu Bermasalah untuk Fitur Transfer Virtual Account, mtix, shoppepay dll",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,transfer virtual account,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tarik tunai kok pake admin, padahal di atm bca itu sendiri, lolð¤£",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"BCA Digital ga ada benefitnya sama sekali dan ribet, dan apalagi virtual account ga bisa juga makin ga ada benefitnya. Mendingan bank digital lainnya, lebih benefit dan simple seperti seabank, dll.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.11904761904761905)",0,0.119047619,0.4588,0,0.909,0.091,digit virtual account bank digit benefit,0.4588,0,0.625,0.375,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Tarik tunai kena biaya? Hari ini kosongin saldo, balik ke bca lg.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ke BCA Virtual Account tidak gratis lagi.... ð­ð­ð­,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.0516,0,0.854,0.146,virtual account,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Aplikasi gimana sh? Koneksi putus mulu.. Gk ada detail saldo.. tolong perbaiki..,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,detail,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Dulu the best skrg worst. Why? tarik dan setor ada biaya :),1,0,negative,"Sentiment(polarity=0.16666666666666666, subjectivity=0.7666666666666666)",0.166666667,0.766666667,0.4767,0.202,0.443,0.355,best worst,0.0258,0.494,0,0.506,"Sentiment(polarity=0.0, subjectivity=0.65)",0,0.65
"I thnk quota cash from ATM is small amount, I want close my account",1,0,negative,"Sentiment(polarity=-0.25, subjectivity=0.4)",-0.25,0.4,0.0772,0,0.909,0.091,quota cash small amount want close account,0.0772,0,0.822,0.178,"Sentiment(polarity=-0.25, subjectivity=0.4)",-0.25,0.4
"Udah ga bisa transfer ke BCA VA sekarang transfer ke BCA malah kena biaya admin. Bye Blu, saya balik ke mbank BCA. Aplikasi ga guna #UninstallBlu",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,transfer transfer saya guna,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Secara fitur BAGUS. tapi sepertinya BACKEND DEVELOPER nya perlu digembleng biar kerjanya maksimal.,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,develop,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Babi! Dimatiin terus setiap mau vc Padahal internet lancar,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
WKWKKW TARIK TUNAI KENA 3500,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Awalnya setor tarik tunai gratis, sekarang jadi bayar. Udah ga ada benefit apapun lagi",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.4939,0,0.741,0.259,benefit,0.4588,0,0,1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aplikasi ini sempat saya install karena pada saat cari tau ttg buka rekening BCA bisa via aplikasi, di google langsung arahkan ke blu ini... luckily nga saya buka rekening via blu ini. Barusan sy tlp ke halobca - blu >> menanyakan hal ini.. ternyata ini bukan murni BCA tp anak perusahaan BCA yg dimana semacam virtual bank tersendiri. Sempat kepikiran mau buka rekening blu, tp ternyata yg bikin konyol masa setor tunai ada dikenakan biaya? ð±ð±ð±",1,0,negative,"Sentiment(polarity=0.3333333333333333, subjectivity=0.8333333333333334)",0.333333333,0.833333333,0.5106,0,0.958,0.042,saya saya virtual bank masa,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"buset gila bener, w dh langganan bli lbh dr 2tahun , baru x ini komplen masa mau tarik tunai dan setor tunsi kna biaya tambaha 3500/transaksi sdangkan narik max 1.250.000 lu bayangin w rugi brpa klo pas mw ambl 10.0000, , ,hadehhh parah""",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,baru masa parah,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Kebijakan baru sangat jelek sekali. Tarik dan setor tunai sebulan cuma gratis 2x? Saatnya uninstall dan pindah ke bank digital lain. Terima kasih,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.0516,0,0.948,0.052,baru bank digit lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
MASA GABISA BAYAR VIRTUAL KOCAK,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,masa virtual,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"-Gile, narik duit / masukkin duit di ATM BCA kena biaya Rp3.500. Sudahlah ATM bank sendiri kagak ada, eh narik di ATM saudara sendiri malah kena biaya. Aneh banget jadi bank. -Beli paket data Tri bukannya mudah malah MAMPUS karena eror di tahap ""transaksi diproses"" mulu. Gak bisa dibatalkan/auto batal dalam 30mnt pula kalo udah beli, nyangkut dah tu duit. Bank kok kalah ama Gopay/ Go-jek yang beli paket data langsung catcus selesai gak pake lama.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,duit duit bank bank data auto kalo duit bank yang data lama,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Per Juli 2023, jadi berbayar untuk tarik tunai dan setor tunai di atm bca. Ga asik Kak ð­. Walau ada loyalty program, ga cukup Kak... ðªðª. Terbatas..",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.5423,0,0.881,0.119,program,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Makin hari udah benefit user makin dipangkas, sekarang malah duit gak bisa ditransfer dengan alasan kendala jaringan. JelasÂ² internet lancar kencang buat hal lain aman semua. Berarti udah bener lah mantep niat saya untuk pindah ke bank jago.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.4588,0,0.925,0.075,benefit user duit jelasa2 lain saya bank,0.4588,0,0.667,0.333,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Makin parah mau narik uang sendiri dipersulit jaringan dll,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,parah uang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Yahh putus.. yahh putus.. yahh putus.. Coba lagi.. coba lagi.. coba lagi.. Silahkan cek mutasi rekening kamu yuk..,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Setelah update kok nggak bisa login ini gimana ya, tolong bgt diperbaiki secepatnya, sudah coba reinstall ttp nggak bisa",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,login,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Gagal daftar karena hanya loading,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,load,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Kenapa setelah update aplikasi, malahan aplikasi nya ga mau di buka???",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"tidak bisa transaksi, uang saya mengendap. jangan hanya bisa bilang maaf , perbaiki aplikasinya.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,uang saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Menyerah sudah,tidak bisa ganti email.semua kode di anggap salah,lbh baik cari bank lain saja",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
